id	text	label
2550	You’ll pardon me,” he finally said, “if the suggestion that the minuscule black turnip you call a heart is suddenly overflowing with generosity toward me leaves me wanting to arm myself and put my back against a wall.	sarcasm
2551	It is a well known fact that even among highly cultured peoples the belief in animism prevails generally. Even the scholar may kick the chair against which he accidentally stumbles, and derive great satisfaction from thus 'getting even' with the perverse chair.	philosophy
2552	"You like them,"" I realized. Noah's eyebrows lifted in question. ""Like as people."" ""As opposed to...furniture?"" ""They're my PARENTS."" ""That is my understanding, yes."	sarcasm
2553	At sunrise everything is luminous but not clear.	philosophy
2554	There would be no society if living together depended upon understanding each other.	philosophy
2555	"It's now very common to hear people say, 'I'm rather offended by that.' As if that gives them certain rights. It's actually nothing more... than a whine. 'I find that offensive.' It has no meaning; it has no purpose; it has no reason to be respected as a phrase. 'I am offended by that.' Well, so fucking what.""  [<em>I saw hate in a graveyard -- Stephen Fry</em>, The Guardian, 5 June 2005]"	sarcasm
2556	The mythology of your culture hums in your ears so constantly that no one pays the slightest bit of attention to it. Of course man is conquering space and the atom and the deserts and the oceans and the elements. According to your mythology, this is what he was BORN to do.	philosophy
2557	Doubt as sin. — Christianity has done its utmost to close the circle and declared even doubt to be sin. One is supposed to be cast into belief without reason, by a miracle, and from then on to swim in it as in the brightest and least ambiguous of elements: even a glance towards land, even the thought that one perhaps exists for something else as well as swimming, even the slightest impulse of our amphibious nature — is sin! And notice that all this means that the foundation of belief and all reflection on its origin is likewise excluded as sinful. What is wanted are blindness and intoxication and an eternal song over the waves in which reason has drowned.	philosophy
2558	Justice is the first virtue of social institutions, as truth is of systems of thought. A theory however elegant and economical must be rejected or revised if it is untrue; likewise laws and institutions no matter how efficient and well-arranged must be reformed or abolished if they are unjust. Each person possesses an inviolability founded on justice that even the welfare of society as a whole cannot override. For this reason justice denies that the loss of freedom for some is made right by a greater good shared by others. It does not allow that the sacrifices imposed on a few are outweighed by the larger sum of advantages enjoyed by many. Therefore in a just society the liberties of equal citizenship are taken as settled; the rights secured by justice are not subject to political bargaining or to the calculus of social interests.	philosophy
2559	This is the time to love. This is the time to forgive. This is the time to ponder. This is the time to wonder.	philosophy
2560	Oh no, praying is great, without it the thumbscrews and the Iron Maiden probably never would have been invented.	sarcasm
2561	Giving importance to what we think because we thought it, taking our own selves not only (to quote the Greek philosopher) as the measure of all things but as their norm or standard, we create in ourselves, if not an interpretation, at least a criticism of the universe, which we don't even know and therefore cannot criticize. The giddiest, most weak-minded of us then promote that criticism to an interpretation that's superimposed, like a hallucination; induced rather than deduced. It's a hallucination in the strict sense, being an illusion based on something only dimly seen.	philosophy
2562	...if we gained only one incontestable truth every ten years from each of our philosophical writers the harvest we reaped would be sufficient.	philosophy
2563	Grown tall, like a ruddy weed, on his food.	sarcasm
2564	My experience with forgiveness is that it sort of comes spontaneously at a certain point and to try to force it it's not really forgiveness. It's Buddhist philosophy or something spiritual jargon that you're trying to live up to but you're just using it against yourself as a reason why you're not okay.	philosophy
2565	his mind's like Alcatraz. once something's in, it never gets out	sarcasm
2566	How, in such an alien and inhuman world, can so powerless a creature as man preserve his aspirations untarnished? A strange mystery it is that nature, omnipotent but blind, in the revolutions of her secular hurryings through the abysses of space, has brought forth at last a child, subject still to her power, but gifted with sight, with knowledge of good and evil, with the capacity of judging all the works of his unthinking mother. In spite of death, the mark and seal of the parental control, man is yet free, during his brief years, to examine, to criticize, to know, and in imagination to create. To him alone, in the world with which he is aquainted, this freedom belongs; and in this lies his superiority to the resistless forces that control his outward life.	philosophy
